-1.53,-0.9974
-1.53,-0.9974
-1.53,-0.997
-1.53,-0.9984
-1.53,-0.9992
-1.53,-0.998
-1.53,-0.999
-1.53,-0.9992
-1.53,-0.9974
-1.53,-0.9978
-1.52,-0.9988
-1.52,-0.9986
-1.52,-0.9982
-1.52,-0.9984
-1.52,-0.9976
-1.52,-0.9986
-1.52,-0.9978
-1.52,-0.9984
-1.52,-0.9982
-1.52,-0.999
-1.51,-0.9974
-1.51,-0.9984
-1.51,-0.9988
-1.51,-0.9982
-1.51,-0.997
-1.51,-0.9978
-1.51,-0.999
-1.51,-0.9976
-1.51,-0.9988
-1.51,-0.9986
-1.5,-0.9986
-1.5,-0.9984
-1.5,-0.9984
-1.5,-0.9976
-1.5,-0.9976
-1.5,-0.9966
-1.5,-0.998
-1.5,-0.9982
-1.5,-0.998
-1.5,-0.9986
-1.49,-0.9994
-1.49,-0.9972
-1.49,-0.9976
-1.49,-0.9988
-1.49,-0.9978
-1.49,-0.9984
-1.49,-0.9976
-1.49,-0.9984
-1.49,-0.9984
-1.49,-0.9986
-1.48,-0.999
-1.48,-0.9982
-1.48,-0.9972
-1.48,-0.9992
-1.48,-0.9982
-1.48,-0.9972
-1.48,-0.9982
-1.48,-0.9982
-1.48,-0.9984
-1.48,-0.9988
-1.47,-0.9984
-1.47,-0.9978
-1.47,-0.9984
-1.47,-0.9974
-1.47,-0.999
-1.47,-0.9984
-1.47,-0.9976
-1.47,-0.999
-1.47,-0.9974
-1.47,-0.9986
-1.46,-0.998
-1.46,-0.9984
-1.46,-0.9968
-1.46,-0.9996
-1.46,-0.9984
-1.46,-0.9972
-1.46,-0.9978
-1.46,-0.9976
-1.46,-0.9994
-1.46,-0.998
-1.45,-0.9978
-1.45,-0.998
-1.45,-0.9982
-1.45,-0.9982
-1.45,-0.9982
-1.45,-0.9982
-1.45,-0.9976
-1.45,-0.9978
-1.45,-0.9978
-1.45,-0.998
-1.44,-0.9986
-1.44,-0.9972
-1.44,-0.9988
-1.44,-0.9986
-1.44,-0.9976
-1.44,-0.9986
-1.44,-0.9984
-1.44,-0.9972
